1,MA,00:04:00,31,1,11
2,MA,00:04:00,31,11,1
3,MB,00:04:00,33.4,37,19
4,MB,00:04:00,33.4,19,37
5,MC,00:07:00,18.7,38,23
6,MC,00:07:00,18.7,23,38
7,MD,00:02:00,31.5,24,36
8,MD,00:02:00,31.5,36,24
